HouseSize_sqft,Bedrooms,Bathrooms,Age_Years,DistanceToCityCenter_km,LocalSchoolRating,SeasonSold,YearSold,Price
1584,1,1,64,12.580275073877822,9,3,2015,331980.70235103334
1798,2,3,58,14.347542410000598,9,3,2014,373026.26711505983
1962,4,3,63,4.537664797618301,1,1,2016,320491.9586831946
2500,1,2,7,16.002471722200085,7,2,2013,424398.17291670234
2111,2,3,51,11.046731679477146,3,1,2011,347365.97452006495
2491,3,2,17,10.746669198849006,9,2,2019,444970.6601921254
2517,2,1,90,12.833124746205353,8,4,2012,303937.07414516056
2296,5,3,81,3.6461560558522974,3,1,2018,399632.2842481506
1468,2,3,95,2.232789076252968,1,1,2019,290398.9359002045
2830,2,2,57,9.39483918848562,9,4,2017,394508.1981925079
2706,2,1,48,17.71769465690399,10,4,2018,397543.9197524434
2031,1,1,31,4.0730868564975715,1,4,2014,301250.38917503186
1309,4,2,47,10.87577220333237,3,4,2014,340087.7356892206
1219,2,1,44,6.4165804603196115,6,4,2016,317341.9564199555
2127,2,1,53,5.745107853735231,6,3,2016,326655.1074480335
1649,5,1,99,12.50374182988421,10,3,2010,374216.3355597526
1141,5,1,99,13.79687749694726,4,4,2014,249338.2752084742
1210,3,1,84,6.062242655183892,2,4,2017,250936.28623999137
1765,3,1,45,16.936251279833915,10,4,2016,374106.78966265393
2097,5,1,95,12.112518132462688,6,4,2020,345751.5204726297
2702,4,1,30,8.791610177433647,10,2,2011,470142.62054202537
2242,3,3,36,11.737590179526343,5,2,2017,400748.86171769485
1809,4,2,15,20.181737573281083,6,4,2011,393287.4411916836
2189,5,1,45,13.767653755503414,7,4,2019,407517.13494111487
2145,3,2,45,6.506515323705958,9,1,2010,401380.8234642441
2369,2,1,77,9.90646252361489,7,4,2020,339735.1269706945
1980,5,1,87,10.656344355857529,4,4,2020,340844.7312172262
2518,3,3,88,13.326783938224771,10,3,2020,440917.6795756405
2412,4,2,60,11.197738604346156,5,2,2012,384746.91563380515
2041,4,2,45,19.47661954476085,6,4,2012,389892.4569963369
1940,3,3,50,8.866567856494152,9,2,2015,409588.5512366451
2459,4,3,61,1.3504715128660365,5,2,2012,385036.4484934758
1643,3,2,34,11.072642847486257,5,1,2016,324715.64876111294
1246,3,1,80,7.7943740040194625,7,2,2017,346755.09590399737
1243,4,1,41,2.4798450492557764,2,2,2012,286819.6523726281
1601,1,2,44,6.482380091664432,3,4,2018,302815.77248618304
2329,2,1,67,8.208060159113398,2,3,2010,344093.6807997253
1788,5,3,74,15.699021081252429,10,4,2012,387850.0886436756
2102,2,3,46,2.583758410510626,10,4,2012,410845.987389379
1752,5,3,78,11.74892633787642,2,3,2016,343618.1370470834
1756,5,2,29,21.102403107605948,3,3,2020,349351.6183138911
1487,2,2,23,9.125691821616591,6,1,2020,332313.83415065706
1954,3,2,65,8.978797551674141,5,3,2014,352350.84826455836
1912,4,1,42,13.598882597388492,5,4,2013,369582.81789842446
2206,1,2,33,12.610907979568037,2,3,2011,334731.0429328039
2143,1,2,22,17.0878111195201,2,3,2016,321892.82643410465
1901,1,3,60,9.164444360506614,1,3,2012,337807.5086170618
1246,2,1,94,13.51096455824815,3,2,2016,294918.20729770156
2535,2,1,36,13.590503944370102,7,1,2019,405262.3137949814
1957,3,3,12,8.322220534243487,5,2,2016,376062.41241737263
2039,1,1,96,9.430099050089856,7,2,2020,303585.36394820636
2800,3,2,70,9.944004142701148,9,1,2011,435795.92542210256
2454,1,1,95,3.8115009267979207,6,2,2016,347809.4176717829
2223,2,3,6,8.0566080327318,2,3,2015,356597.86538736837
1998,4,1,41,17.480822633834396,1,1,2019,330647.8561326874
1994,4,3,37,15.188583078355585,1,2,2013,360988.7959416704
2120,4,2,51,7.100320421422547,10,4,2020,452958.0485623061
2203,4,2,43,9.921289257336834,9,2,2014,412018.7770008187
2855,5,3,63,14.856949447137714,6,4,2017,467125.09966891236
3236,1,2,12,12.2170284377111,6,3,2014,460191.3215303339
2145,4,2,87,13.99955476245402,4,4,2012,338290.4068285466
923,5,1,27,12.67064059397337,2,2,2011,308060.07195023436
1524,5,2,95,11.077057013650618,10,2,2015,373393.8087992444
2905,5,3,81,9.170536585768083,3,2,2015,409531.1625104502
2359,3,2,97,4.024457198698971,3,1,2016,354350.38223469944
2213,3,1,97,13.461174427341287,8,1,2017,341890.1640954112
1916,5,3,0,8.891239909962952,6,2,2013,398002.90247760643
1405,4,2,42,1.7605655307157786,7,2,2017,362850.43495583435
2838,1,2,41,7.271705033942839,9,3,2010,449745.9064630148
1588,2,2,94,14.261448447264062,1,1,2015,272072.3063194348
2364,3,3,49,0.41917809367027203,2,1,2015,383815.9422056269
1349,4,1,59,4.8523774240210304,9,1,2012,375950.6119709391
1892,4,3,0,10.685667006596082,5,4,2018,376971.0591044396
2496,2,3,50,17.028593216971327,4,2,2014,388553.5568595087
1875,2,1,15,14.9998803446691,1,3,2010,347647.1896274947
1815,4,3,38,17.508173093149868,9,3,2016,413072.44723791635
2005,2,3,14,11.038909243631085,9,2,2019,380751.51223626133
1331,4,2,32,8.954097827664834,4,2,2012,342068.07941838104
1237,2,3,86,14.216533372164776,9,3,2019,353837.8096053948
2357,2,2,52,5.5031636008137195,10,4,2019,418588.3270323431
1788,4,3,97,5.113083748826819,1,3,2020,334235.9651883251
2353,5,2,16,4.224551124159905,5,4,2013,433277.64143799635
2559,4,2,88,15.444423104825304,1,4,2015,327860.71544531826
2599,1,2,5,5.827097112614203,4,1,2017,377477.8307749306
1189,2,1,30,15.003017042581341,5,2,2013,297054.1099505161
1651,3,3,68,10.742251418255268,3,1,2018,344661.21485130425
2268,2,3,39,15.508698247722972,2,4,2017,335609.63658298727
2276,1,3,29,4.473089093174691,6,3,2019,438953.6577954631
3124,3,1,68,6.872421716589956,3,1,2019,335859.38679494045
1546,3,2,75,12.269945321897724,10,3,2015,333395.5589223538
2584,4,3,6,7.845200466499232,1,4,2016,422428.2455449342
2186,5,1,12,-2.466750242413422,5,3,2017,420117.7216918752
1179,4,1,3,3.1387027379510304,2,1,2011,323863.85851460195
1726,3,3,49,4.433716529895034,2,4,2014,361890.26941371255
2131,3,2,2,4.804269348197902,4,2,2016,404099.7694631738
1147,5,1,11,13.408915909173146,4,1,2017,335442.68868654675
963,2,3,64,11.685243454223725,4,1,2014,306829.49045078474
1119,5,2,26,10.811123066890799,7,2,2012,305323.4057333754
2129,4,1,49,20.043345041195835,1,4,2015,322243.31587655726
1757,2,1,76,15.876122277839166,8,2,2014,332020.0138996601
1690,4,3,16,14.009096451005261,10,1,2017,465747.49507129507
1707,5,3,71,2.523669699992876,9,4,2018,397812.80253662344
1287,2,2,31,10.29769968115497,10,3,2018,367834.9913814882
1771,5,3,83,11.493483311606331,6,1,2015,407029.20381437714
1089,1,3,50,7.923863853695895,4,3,2013,319728.3910271874
2593,3,2,16,18.531898903912044,6,2,2013,411621.39942327247
2846,2,3,33,10.256019552869823,10,4,2018,479790.3976164311
836,3,2,34,3.8582561738104797,7,2,2013,321087.28587592876
1765,1,2,98,5.01311314625457,6,3,2017,356743.0588502808
1797,2,2,23,21.411711691132826,1,1,2018,327788.19748845906
1912,3,3,53,7.899385113640532,5,4,2014,343681.3396131013
2500,3,2,17,-0.3926447160031046,8,2,2015,428788.4410867183
1766,2,3,49,7.0032775971674965,8,3,2012,342646.0651334582
1955,3,2,45,0.8669025325808448,10,3,2014,430298.5253147582
3489,3,3,47,14.586553992354,9,1,2014,494633.63259141817
1944,2,2,32,0.22573960434427498,4,3,2011,353768.74756268976
2883,3,1,86,2.988974548315939,10,4,2019,447168.1672934375
2250,3,1,88,10.019942802555613,6,3,2015,349809.48987762333
1723,4,1,26,15.546900835082205,7,1,2018,421070.8060808164
1639,4,2,0,9.652829657603352,5,2,2020,358308.46340156073
1996,1,3,84,3.7117728110047654,8,4,2016,385922.02664171206
1436,4,2,58,10.912814953476714,3,2,2017,317939.1486944529
1568,4,2,9,7.66101268011933,8,2,2011,386698.16697338765
1788,1,2,94,15.663510866080557,5,3,2020,303275.21247055737
2146,3,2,24,14.273940007065235,1,3,2018,356366.10365786403
2912,3,3,83,7.314202687596684,6,1,2012,420951.78366539115
1757,4,2,56,13.898864052015636,2,3,2019,345504.79151636735
2230,1,1,65,11.35612807099578,7,3,2014,360783.3937766176
1186,3,1,14,16.83404733360141,9,2,2016,381494.4391515792
2530,5,1,27,13.685906533492876,3,4,2013,364289.7805837253
1139,2,2,12,12.734978624388178,10,3,2016,337068.4214507777
2399,2,3,13,16.639797393354815,4,4,2017,392454.88236339926
1959,2,3,65,10.077023407788005,4,3,2019,336500.8919277442
1939,4,3,33,6.134497720304646,4,3,2019,408794.3478891345
1849,2,2,98,11.004198693470524,3,1,2013,285089.2598609712
1349,2,3,24,8.222928479357263,5,3,2014,341234.5344509226
1375,5,1,53,13.020982745748501,9,1,2020,359582.0987354856
2418,3,3,78,10.309720174890938,8,2,2012,445900.88139932253
2005,5,2,11,12.014684362102653,10,4,2014,484887.9422119495
1846,4,2,8,3.9794263355224313,2,3,2017,347492.5266352271
2221,2,3,30,12.541432676778122,9,1,2012,376594.2111910581
2050,3,2,77,3.5738860657289537,10,2,2014,388946.5180654058
1603,2,3,92,14.808800907676751,2,3,2019,299602.5741378224
3230,2,3,52,14.816271882945191,7,1,2010,440853.3136512223
2370,4,1,42,11.739770663033948,5,1,2011,379076.1291681146
2063,2,2,37,11.550434541762659,7,2,2012,395417.69515562506
1743,1,1,41,8.881719646935398,5,3,2010,314712.1792624601
2476,3,2,71,6.983856641848119,6,3,2020,393583.14190841455
1606,3,3,47,9.92510397285311,8,4,2020,398768.520532846
1564,1,2,66,19.91342460804585,1,3,2018,277674.9353894924
2846,4,3,65,11.14659458394011,1,1,2018,405167.5557862295
2015,2,2,15,3.2712544797521517,5,4,2014,345820.20495066204
1618,2,1,82,1.4582051688042998,1,4,2013,283731.5179993405
2002,3,1,93,2.809628242548965,3,3,2014,324386.25058854214
2425,4,3,15,8.112017098657699,10,4,2013,467326.2328718216
2310,4,1,30,16.328995421831724,9,1,2014,399217.89199955313
2487,4,3,57,4.882581068156533,7,1,2016,441191.10945072636
1375,2,3,27,17.10873242297746,6,2,2020,353600.12820476724
2474,4,3,3,10.897241958682873,8,1,2017,459250.9002214202
1910,1,2,9,12.41721834139159,8,2,2011,376014.9649080649
2044,5,3,50,12.280197941918473,6,4,2013,402134.9778205972
2604,4,1,17,12.95332648352189,4,2,2017,380438.99633406184
2351,5,2,46,7.943172559889218,4,3,2016,389094.7724034587
2175,2,1,31,-1.6720779460757047,4,2,2018,343136.8330582386
1008,4,3,29,7.058214887671799,6,3,2014,354098.1259402452
1977,3,3,35,5.560604072319114,1,4,2015,366075.72437947895
1607,2,1,8,11.552812418521388,2,2,2020,332191.73728611454
2355,1,2,35,11.09619458745169,6,1,2017,376129.678932505
2495,1,1,28,8.63810188457387,1,3,2020,333534.7209845363
1848,5,3,15,18.777624900350435,9,4,2014,436001.4009571905
1666,5,2,91,6.796356936866776,6,1,2018,378670.7076596545
2778,3,3,20,-1.1286666869444506,7,3,2013,456528.70812072005
1698,3,3,63,10.597283367028936,1,4,2017,335061.1151015275
1402,1,1,65,15.945974860469736,8,4,2012,318065.56257077545
1583,4,3,58,11.435804388013874,5,1,2014,351242.8851188259
1722,1,1,98,8.216807529304782,5,4,2017,308016.99061314296
1569,1,2,27,11.202237525700056,6,2,2019,300304.2750157728
2422,3,3,54,19.194532821547522,7,4,2016,427140.23740260204
901,5,3,99,5.624359860196582,7,3,2010,317043.3063394102
1558,3,2,30,10.154365921021265,5,3,2013,349965.07166470704
1976,3,1,32,13.349713880803106,1,3,2011,339029.7349346747
2105,3,3,86,11.269435953327985,9,2,2011,389440.1001675537
2845,1,2,59,8.760664703773674,6,1,2016,396672.7763240156
2772,4,3,40,7.868370667790954,9,2,2012,484634.84531033284
1199,1,1,80,8.57402762654108,4,2,2012,305340.3685894705
1045,2,1,45,12.660161627113332,2,2,2015,267788.9086011809
2012,3,1,48,12.368861809294241,3,4,2015,336826.97729658737
1663,3,1,64,20.47359291924272,4,1,2010,308485.6669532218
1403,2,2,41,2.3160524300684244,10,4,2010,372908.6857345775
2008,3,3,22,18.789533449273,8,2,2020,382695.91699854156
2115,3,2,26,8.977618352877496,3,3,2015,345356.12170946726
1580,3,1,88,9.547064893059432,8,2,2016,334167.3138906834
1687,2,1,31,14.293665675796673,6,1,2018,344378.1728580023
1618,1,1,82,14.262042050799874,4,3,2013,307866.487203764
1794,3,1,87,15.783090169575065,7,1,2019,327222.4603785184
2270,4,3,2,16.87388644460476,5,2,2015,451199.541254464
1461,2,1,59,9.800845023580097,5,1,2012,284659.00075089524
1679,5,3,75,16.938154403920226,9,4,2020,400714.9255680931
1800,2,1,98,6.854219069391506,3,3,2013,287801.5155432101
1996,1,3,78,8.473515121390458,10,1,2018,361075.7846641048
2137,2,3,16,9.089924655085804,4,3,2010,352898.3437942626
3021,5,1,31,7.366851935517332,5,3,2014,424489.6269728552
2286,4,2,6,10.299281621729376,1,2,2020,371804.674083635
2297,5,2,82,14.482123609537062,7,2,2016,377604.8504920407
1866,2,2,70,13.25672988725824,8,3,2012,374276.05758551805
1510,5,2,68,6.9340783339586345,6,1,2011,354452.0889929142
1735,2,2,57,6.52239642446777,9,3,2020,353994.1241037331
1644,4,1,39,5.723265021303664,3,2,2011,331256.02706946305
2196,4,1,84,10.443959111589013,2,1,2010,315730.6331984145
1174,1,1,47,2.095782712287903,5,3,2014,331043.7049402968
2296,4,1,50,5.546998005739322,9,2,2012,404947.99473180366
1941,3,1,56,7.705894636624479,1,3,2020,295989.34373046376
2366,5,1,70,15.276854789311766,1,3,2016,373925.2843210561
1638,5,3,36,9.339148644145752,10,3,2010,444061.5978757015
1549,2,3,86,15.029294922329287,3,1,2018,310546.8483219372
1796,4,1,74,10.93787396595487,10,2,2011,360936.6654581584
1784,1,1,73,7.62850417090213,3,2,2017,309402.24940401706
2403,1,3,84,7.834290502816822,5,4,2019,336047.39488977985
2398,1,3,54,4.16970940710832,4,3,2013,389595.7381897142
2952,3,1,40,22.015909628485886,6,3,2015,403586.5516296329
1752,4,3,96,15.552562757562201,8,4,2018,392848.6359186867
326,1,2,19,13.018627877287663,8,3,2016,250572.4221276017
1795,3,2,32,3.483451581959917,4,1,2017,343854.222530613
2115,5,2,39,7.741869556469353,1,4,2016,346513.568999576
2357,2,3,98,5.123331611548889,7,2,2011,362368.0807457427
2151,4,1,33,10.637841165269561,6,3,2018,391912.50519700145
1751,4,1,61,5.363463730346799,5,2,2010,340780.70006750565
2857,5,1,99,6.648547097752755,4,3,2011,366274.89937633096
1483,4,3,90,5.494225243305227,6,4,2012,334594.8389516019
1862,4,3,18,8.801233376179296,8,2,2012,405075.3377264677
1460,4,2,42,10.357124902184026,6,3,2019,376958.5773380635
2009,4,3,68,8.933690279935096,3,1,2013,365182.46930996166
2794,3,2,62,17.66453232705813,9,4,2014,439662.8944268488
1929,3,2,92,14.05553452226569,3,3,2015,373687.93867719016
1932,2,1,9,6.084836007005475,4,3,2010,352657.96839680336
1152,4,3,12,11.62802840721711,5,3,2017,336631.4768709036
1856,5,1,92,6.496694489683514,2,4,2015,318562.717201006
2575,1,1,4,8.02438035859656,10,3,2019,461307.4348463035
1874,2,3,57,12.395986016380203,10,3,2018,419538.86643380945
1841,1,3,58,13.328249952919553,2,2,2014,307801.0856440271
2552,1,2,75,7.062839928555027,6,2,2016,364956.43222066027
1843,4,2,58,4.475652066072456,2,4,2020,360174.63004955754
2646,5,2,76,10.438517488621656,10,4,2013,453452.7969906536
1357,1,2,85,12.173112042909718,1,1,2015,276890.39563212
2338,1,1,14,6.8085558469163745,8,3,2015,387310.58928544715
2823,2,1,76,14.082772587827991,10,2,2013,411839.20642067236
2503,5,3,0,13.196465016327203,10,2,2015,480848.3150966415
1066,5,2,37,6.735644820481971,1,3,2017,343932.98575734114
1680,1,2,52,15.650810929295819,10,3,2020,331823.2960766314
1879,5,2,51,15.803636421587465,6,4,2014,350182.14019565954
2504,2,1,0,20.338340528118124,1,1,2011,333568.68914357445
1334,2,3,10,18.558798589918872,8,1,2018,358573.82000830694
1490,2,1,57,5.486933887378916,5,4,2020,284982.34917972615
1197,4,3,39,14.624912604329005,3,4,2013,300594.1155444993
1587,1,3,85,14.398146482946569,5,2,2013,338821.893252606
1374,5,1,98,8.257584002885652,1,4,2020,281102.38839001127
2798,2,1,59,12.274623640330162,1,1,2016,336271.99486159295
1676,1,3,43,0.6118817488809096,4,2,2019,349814.0521665792
2345,1,1,5,0.4730716605351688,9,1,2019,443239.9104200984
2008,4,1,27,1.4267902976632545,9,3,2015,414799.2364034261
2001,5,3,30,11.946284607133636,1,1,2013,373878.91117406986
1704,5,3,7,12.182545659600308,3,2,2015,375765.6223358161
2385,2,2,4,8.6305794341279,4,1,2012,402598.6815242927
2077,2,1,53,18.60584564379632,2,2,2016,308456.8413661507
2048,1,3,16,14.935377014546425,7,2,2015,423506.9936352637
1703,5,1,37,2.008434076050846,3,4,2012,350426.44400578056
1785,5,1,8,9.140128970572885,1,1,2010,369262.85093685327
2294,2,3,73,5.301573419093483,1,4,2019,331677.0999286564
2115,3,2,83,12.06997934360755,3,4,2014,321763.17202453123
2061,1,3,77,9.847105376173142,6,1,2019,321167.01457599475
1622,5,3,13,5.585108130467785,4,2,2011,411904.26425913034
2972,4,1,25,18.472362652639678,1,3,2016,379862.9984086615
1760,4,2,92,10.28698453979372,7,1,2016,370504.2740772949
1984,3,3,61,7.919802302648794,2,4,2013,385703.7354684872
1906,2,1,90,8.734300252698471,5,4,2015,299632.33872291597
2977,2,3,24,18.093340231043133,8,2,2010,427797.33157609846
1854,2,1,79,14.556373199170277,7,4,2011,313901.0149486506
1808,4,3,35,9.188244459174411,8,3,2015,370641.92828236776
2059,2,2,97,5.03955159950189,10,4,2011,375546.2483815298
1653,4,3,79,5.819024309202102,6,2,2020,388014.9680290864
2055,3,1,32,7.589286944976504,7,1,2013,381141.45533064264
3185,1,3,2,12.53582879607777,9,2,2013,441295.8996909824
2149,5,2,86,13.782659504933553,6,4,2019,371529.64750029304
2131,3,2,10,6.372294205124787,9,2,2018,429681.1243579118
1641,4,2,57,14.003800916857514,2,4,2019,344796.42012256564
2854,3,2,63,5.456920560159514,2,2,2016,397672.45049908815
2969,5,1,17,6.9411317301724,2,1,2016,407099.26148386556
2426,1,3,46,2.7523823964726937,6,4,2020,391602.6607399562
2326,5,2,43,2.603461269083053,2,3,2010,400079.151549207
1882,4,3,92,5.402863196017328,3,3,2020,339831.0789815375
2195,5,1,58,9.871341220553237,8,3,2014,416985.94621264783
1582,3,3,49,5.0300930969460484,8,3,2012,375389.99168318714
1436,2,3,68,17.490421808528527,4,4,2012,348332.3303578193
1256,3,2,87,5.3375150683552075,9,4,2015,350667.93604376644
2205,4,2,28,10.9197320125071,8,1,2013,380137.35344447714
1310,1,1,92,16.60121483626334,1,2,2017,248707.5828014356
1750,5,3,89,10.462563021368773,8,4,2013,396634.2554208604
1969,1,1,66,8.180420879154893,1,3,2017,299992.6520277661
2497,4,1,1,10.735042932767778,4,4,2013,445652.7561388388
1710,5,1,24,7.191326679696779,10,3,2012,406083.14350728766
2556,3,2,18,4.995954029786532,6,1,2014,390754.69696734095
2469,3,2,39,13.063531430172347,7,2,2014,432237.22182309546
1464,4,3,1,7.084442614567786,10,4,2019,395024.32047207945
2561,5,3,82,14.683766317652129,4,2,2019,384438.2612136727
1858,3,3,64,13.981313997634565,8,3,2010,386760.5932477701
1750,4,2,61,10.831582546875618,8,3,2017,362193.4198681623
1860,4,2,90,14.85442944544079,9,2,2017,373870.08140614966
1998,1,1,53,7.2797039099058445,6,1,2017,336404.30747581774
1792,3,2,44,13.91888452827506,4,2,2019,376397.53941026615
1580,5,1,48,13.89286448638925,2,2,2013,273672.4199485093
1624,3,1,98,8.492892553775409,7,4,2018,326454.1888185428
2069,3,2,68,7.8514030545041695,10,4,2019,383183.7976166611
1919,3,1,37,11.645142729137332,3,3,2012,323554.50668521476
2263,4,1,3,19.841222275808867,3,4,2016,384410.6315141933
2026,2,3,16,8.838822693382482,3,1,2015,383821.56242612994
2038,2,1,52,7.746138133533132,4,1,2018,342010.173399127
2296,1,2,84,15.891974007883885,2,1,2013,287752.1983452192
2709,3,2,52,10.340662778496746,5,3,2013,422832.9842109432
2729,2,1,30,14.330105324923013,3,1,2015,348604.88005052495
2670,1,3,21,17.373155637575607,10,1,2017,468354.6467887785
2435,4,2,10,0.4648805696508731,5,4,2012,413296.898963762
3042,3,2,33,9.81210204275538,7,3,2020,462404.5345888081
2218,5,3,14,8.850981483421132,9,2,2017,464083.6856127281
2162,4,1,9,5.18834616277458,2,1,2017,335930.9537420739
3121,1,2,95,0.40682954569631136,9,4,2016,413033.21749177657
637,4,1,52,2.0425092298632883,10,2,2016,372854.3553838032
1893,5,1,47,10.52184390934709,6,1,2014,390097.21514997695
2626,4,1,30,7.329819853405842,6,2,2011,403268.2982584838
2490,1,1,36,5.990832065401141,3,2,2011,375582.31122263416
3282,5,2,27,10.472136898573797,10,3,2019,505765.4642675603
2053,5,3,30,6.5392647481196375,9,3,2017,480967.05118768074
1784,4,2,69,16.450903193893016,4,1,2020,338664.7057293927
1833,5,3,13,6.895578804063681,5,1,2015,407417.43376000854
2159,4,1,86,17.52660759986282,3,3,2017,346186.7701947976
2810,3,3,15,9.849921339760488,5,1,2012,443190.0688634433
2817,5,1,24,6.740502030624784,8,1,2010,462259.8794144375
1971,4,2,38,6.377176212294078,8,3,2015,389921.0045409018
2126,3,2,65,17.568971275655215,8,2,2011,403655.1141136406
1694,5,3,37,13.47916689977825,6,1,2018,415366.5827721682
1746,3,1,40,6.202909085432911,1,4,2014,341128.1319317964
2523,5,1,97,10.595382841123044,10,3,2014,384859.2013471085
2801,1,3,39,-1.7933940434017046,6,1,2019,402088.96070528805
1651,1,1,63,3.341978406940024,10,1,2017,337770.63010832533
2121,4,1,88,6.248556654129807,7,3,2015,362014.57307624613
1878,2,1,99,6.125913681997425,9,4,2012,318615.11182114185
2431,1,2,15,16.06507360040003,8,4,2018,414730.5584466431
1805,2,2,81,0.4290666362959765,8,3,2019,354555.27892121585
1036,3,2,76,2.8609673545781336,7,4,2013,352058.44740035955
2501,3,1,58,12.261972416451849,2,1,2019,386766.3371729138
1848,2,2,90,11.151361566275348,1,4,2013,282367.6081424597
1900,4,1,97,8.251145822093214,2,1,2011,293902.96237291745
2217,5,1,10,20.262444643984495,6,2,2012,413533.1664709727
2176,2,3,0,13.087035459339976,2,4,2013,378652.46824202954
2228,2,1,12,16.114123528280516,10,2,2016,411679.33746233105
1185,2,2,29,9.745999407834429,4,3,2012,343591.8923271255
2278,2,2,68,7.28208928226595,10,4,2017,397184.30382434704
1045,2,1,17,7.339353113011227,3,1,2017,274095.76992490614
2384,4,2,77,14.638324556862685,6,4,2019,359452.2305928788
2559,1,1,12,13.863741688523545,8,3,2020,393539.75883599726
1315,5,3,31,8.906959337579394,6,3,2011,377305.7826445135
2164,1,1,70,12.357920273145101,2,1,2013,319139.7421257036
2528,2,1,71,14.813090270086073,5,4,2017,378936.5391073209
1775,1,3,49,7.180352601088558,6,2,2010,387840.58422090654
2336,4,2,70,8.283022626378528,9,3,2010,401495.3468407378
607,3,3,79,12.233202508276928,6,3,2013,285551.9527205806
2549,1,3,30,1.0566987118366296,10,1,2020,410124.67012469243
2014,5,1,50,12.327960876975993,5,4,2011,368432.57497833326
1871,4,1,26,4.374754702263434,1,2,2010,356869.7033208915
2492,3,3,59,14.708266954702527,10,4,2017,421258.22946770326
2864,4,2,32,20.738924136202563,5,4,2011,386858.0910670056
2242,2,3,52,6.514158425918824,5,2,2013,422302.41684807674
2804,3,2,92,3.25178132568748,6,1,2012,384845.0812132493
1223,5,3,71,9.100456845992374,7,3,2011,365302.35912866
2332,3,3,32,8.673701084401145,4,1,2017,389597.7080804456
1933,5,2,40,13.303619122294938,7,1,2012,372678.17148797994
1605,2,3,18,11.170306554471567,5,4,2018,383117.31347475573
1035,5,1,84,8.518348586756575,6,2,2019,279252.42970745236
2305,4,3,40,10.453068008623879,4,3,2014,424284.00279440894
2437,1,1,84,4.3892379244573725,8,4,2018,369821.75139245426
2671,4,2,88,14.146075216941334,9,3,2012,412030.1882995868
2588,4,2,41,18.089805714774435,2,4,2014,371770.80097428977
1614,3,1,22,4.012014311103135,4,2,2019,351773.455693843
2645,2,3,74,2.1037351128375157,8,3,2015,409289.8366007765
2698,1,1,32,7.989557866260745,8,3,2018,403445.50977354107
1870,5,1,19,3.8926476143833764,9,1,2017,399344.09945812967
2014,3,2,24,3.618911584494244,3,4,2011,326060.6880447647
1532,2,1,89,2.9899075217606175,1,4,2011,284449.89277915057
2740,1,3,51,9.031988019963004,9,4,2014,478211.3375552165
1244,4,1,11,7.94288765171976,1,1,2014,323078.2328447345
2267,2,2,31,11.866284620675847,3,1,2014,359035.27176678483
1701,2,3,32,7.184929025436659,3,3,2013,342932.96370222024
1446,2,2,73,3.916784522296628,9,4,2017,346577.97870932403
1062,4,1,67,9.915585100424405,1,4,2020,264750.6991250056
1892,5,1,14,4.707219788278555,7,3,2014,407872.5984547641
1367,3,2,50,12.560855596435953,2,3,2010,259061.56178446615
2028,5,2,5,1.6688859958069138,7,3,2019,382026.7778509794
2884,1,3,90,-0.8244290445602793,1,2,2014,372048.33075009857
2099,3,2,68,1.9511364983230557,10,2,2010,405016.1996272397
2998,1,2,68,7.908402900292701,10,3,2013,408276.40679316805
1508,4,1,81,8.564350718850644,8,1,2010,325070.77349010186
1359,5,1,91,10.684708917340519,10,1,2015,345611.10480217135
1486,2,2,34,7.176488230010275,10,4,2015,371756.57900523563
1967,3,2,85,5.767460211148937,2,2,2010,354549.4412605093
3361,2,1,33,17.16637285313439,3,2,2017,371982.54069875873
1168,1,3,62,15.844427092835303,8,3,2013,345834.5710533076
2309,2,3,67,14.931012154307629,3,3,2011,367824.292941747
1650,2,3,17,11.544481466346484,1,3,2010,331266.89789913374
1888,4,3,25,11.942531619297165,9,3,2020,442257.16921598226
1370,4,1,85,5.97401057138945,8,3,2012,347859.41591053153
2439,5,2,96,10.721791441127165,4,1,2016,350104.6758010952
1978,1,3,60,5.300663899892594,8,1,2019,370732.698011226
2543,4,1,77,4.733633496899157,5,3,2020,386671.8213474532
2087,4,2,94,1.9125511037921328,3,1,2019,337477.57977011387
1034,5,3,73,12.030357909800255,1,3,2017,318384.5795270845
2548,3,2,87,10.818358811148599,10,3,2014,436332.1540069513
993,5,3,84,8.485575610599094,5,2,2016,333621.60044959886
1065,2,2,47,7.830967064560908,6,1,2011,307801.5848804345
1541,2,3,71,0.849467556412046,4,1,2013,323308.0814198686
1548,4,3,95,11.281997796219192,7,2,2015,352331.5145833687
2698,4,2,30,8.422299685518208,3,1,2014,396793.19565877033
1914,5,2,33,14.47998605206817,7,2,2015,418000.56210752303
2623,5,2,86,10.73105677948793,1,4,2011,353689.516362886
1716,1,1,88,13.528919426020156,7,1,2016,305755.9211762479
2158,2,1,6,9.963798007029267,1,3,2017,353530.3735127571
2237,5,2,82,10.908389360777972,1,2,2020,341341.8702229097
2348,3,1,6,14.655631388439197,2,3,2018,351860.18113004265
1767,1,3,46,9.038053678307948,2,3,2015,344738.6500066664
1811,5,2,7,12.359274441007486,4,1,2016,409890.8355856503
1850,4,1,77,7.782377925997999,1,2,2010,309985.0080153523
1173,5,2,0,9.344465451877499,4,4,2018,394519.5521305883
1958,4,3,76,17.96761999304741,2,3,2015,346247.4322439999
1808,4,3,2,13.202533409785463,4,3,2013,410724.13783598214
2290,2,1,52,7.292705456981766,4,4,2019,387307.44906096166
2045,2,3,91,12.114595801136263,9,2,2018,369062.0394055298
